id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
44077,cosy comfortable Irish cottage twin,193005,Teresa,,Dn Laoghaire-Rathdown,53.28995,-6.25813,Private room,50,3,219,2019-11-25,2.07,3,240
85148,Habitación en Dublín Double room,466111,Don,,South Dublin,53.3011,-6.31992,Private room,30,1,1,2019-05-11,0.15,1,24
85156,Cosy Comfortable Irish Cottage  1 Double Bed,193005,Teresa,,Dn Laoghaire-Rathdown,53.29178,-6.25618,Private room,50,3,170,2019-11-11,1.64,3,223
121030,Comfy double room in central area 1,608225,Norah,,Dublin City,53.33648,-6.22075,Private room,55,2,110,2019-03-19,1.07,3,84
159889,Friendly Single Room,766611,Margaret,,Dublin City,53.38988,-6.2362,Private room,29,1,304,2019-11-24,3.25,3,275
162809,5.5 miles south of Dublin City :^),777681,Robbie,,Dn Laoghaire-Rathdown,53.28445,-6.19094,Private room,55,1,274,2019-11-10,5.01,2,96
165828,Pádraig Pearse apt. Kilmainham,790601,Grainne,,Dublin City,53.3363,-6.32439,Entire home/apt,147,3,43,2019-10-22,0.44,5,280
165829,"The ""Michael Collins"" apartment",790601,Grainne,,Dublin City,53.33811,-6.32259,Entire home/apt,135,3,51,2019-06-29,0.53,5,267
178860,Georgian House in Heart of City Ctr,856312,Danielle,,Dublin City,53.33282,-6.26821,Private room,56,2,306,2019-11-22,3.48,2,166
181823,comfy room near beach/town2,608225,Norah,,Dublin City,53.3365,-6.22066,Private room,75,2,110,2019-11-21,1.11,3,0
200979,"""The Lodge, Dalkey Avenue .""",982970,Paul,,Dn Laoghaire-Rathdown,53.2742,-6.10917,Entire home/apt,220,2,141,2019-11-24,1.53,1,232
237465,Cozy warm Annexe 10 mins to airport. total privacy,1245198,Amanda,,Dublin City,53.39615,-6.17456,Entire home/apt,55,2,257,2019-11-17,2.66,3,225
245893,Double warm cosy bedroom in Lucan,1289720,Sheila,,South Dublin,53.34471,-6.41602,Private room,45,30,16,2016-08-29,0.17,2,146
245903,Single cosy bedroom in Lucan.,1289720,Sheila,,South Dublin,53.34636,-6.41734,Private room,30,1,33,2019-10-15,0.37,2,150
246560,Portobello Retreat,435734,Conor,,Dublin City,53.33001,-6.27186,Private room,59,5,77,2019-07-29,0.88,3,109
254941,Cosy Double Room in South Dublin Home from Home,1339322,Rachel,,Dn Laoghaire-Rathdown,53.27903,-6.18898,Private room,50,1,158,2019-08-31,1.62,2,349
261248,Ensuite Rooms,1370323,Brian And Phyllis,,Dn Laoghaire-Rathdown,53.28581,-6.12321,Private room,36,1,202,2019-11-17,2.07,2,332
266654,small & cosy room for short stays,1398274,Joanne,,Dublin City,53.3915,-6.29314,Private room,35,2,59,2019-09-26,0.68,2,177
266672,Cosy double room,1398274,Joanne,,Dublin City,53.39247,-6.29314,Private room,50,2,48,2016-01-20,0.50,2,9
266856,Award Winning Bed & Breakfast...Rm1,1370323,Brian And Phyllis,,Dn Laoghaire-Rathdown,53.28502,-6.12365,Private room,36,1,127,2019-10-28,1.56,2,346
275425,Luxury family home with all amenities (6 persons),1357428,Emma And Chris,,Dublin City,53.3267,-6.20921,Entire home/apt,248,3,7,2019-07-07,0.07,1,33
292757,Old World Converted Stableyard with Swimming Pool,1515549,Sarah,,Fingal,53.36958,-6.34959,Entire home/apt,120,1,317,2019-11-17,3.60,1,144
302554,Peaceful retreat for 5 - excellent location,1557844,Liam And Fiona,,Dublin City,53.35628,-6.28981,Entire home/apt,180,2,56,2019-09-25,0.60,8,325
302634,Studio sleeps 2 city ctr 10 mins - Molly Malone,1557844,Liam And Fiona,,Dublin City,53.35561,-6.29149,Entire home/apt,100,2,80,2019-09-30,0.85,8,277
315698,"City Penthouse, Own Balcony, Shower",1625811,Tracey,,Dublin City,53.3398,-6.2266,Private room,44,3,238,2019-10-30,2.63,1,25
333950,Best location in Dublin City Centre,1607393,Daragh,,Dublin City,53.3411,-6.27318,Private room,60,2,220,2019-11-21,2.37,3,26
345398,Cosy Double Bedroom in South Dublin Home from Home,1339322,Rachel,,Dn Laoghaire-Rathdown,53.28065,-6.19078,Private room,50,1,37,2019-09-24,1.00,2,65
365854,Boutique Cosy Centre Apartment,1847391,Diane,,Dublin City,53.35305,-6.25708,Entire home/apt,85,2,181,2019-11-10,1.93,1,176
374792,"'Grace Gifford' cottage, Kilmainham",790601,Grainne,,Dublin City,53.3368,-6.3241,Entire home/apt,135,3,28,2019-06-30,0.31,5,277
386860,"Stylish Canal Side Cottage, Portobello Dublin",1935798,Sinead,,Dublin City,53.33759,-6.2746,Entire home/apt,150,1,88,2019-11-04,0.99,2,5
393631,Dublin - more than meets the eye!,1968168,Mick & Dee,,Dublin City,53.35796,-6.24145,Entire home/apt,180,3,72,2017-03-19,0.81,1,0
419987,Stunning Victorian apartment slps 6 - James Joyce,1557844,Liam And Fiona,,Dublin City,53.35651,-6.29229,Entire home/apt,200,2,94,2019-11-10,1.09,8,305
420297,COZY Comfortable Irish Cottage twin room,193005,Teresa,,Dn Laoghaire-Rathdown,53.2907,-6.25763,Private room,50,3,198,2019-11-18,2.18,3,211
421239,Attic room with a View &  Private Bathroom.,1976386,Noeleen,,Dublin City,53.36638,-6.27375,Private room,90,3,135,2019-11-04,1.49,2,71
424596,Very Special Oval Georgian Studio,2110301,Karin,,Dublin City,53.35456,-6.25886,Entire home/apt,110,2,411,2019-11-10,4.53,4,25
425164,LOCATION LOCATION IN DUBLIN ROOM 1,2106659,Hans,,Dublin City,53.33432,-6.26739,Private room,110,2,238,2019-07-21,2.62,1,73
426326,Large Room With Double & Single Bed,766611,Margaret,,Dublin City,53.38909,-6.23667,Private room,36,2,230,2019-11-13,2.54,3,100
427077,Unique Oval Georgian Studio Gr. Fl.,2110301,Karin,,Dublin City,53.35593,-6.25751,Entire home/apt,110,2,422,2019-10-30,4.58,4,25
427495,Lovely Double Room in the Attic,766611,Margaret,,Dublin City,53.39006,-6.23636,Private room,35,1,156,2019-11-10,1.77,3,242
449556,"Cloghranguesthouse B&B, Quad Room",2232368,Matt,,Fingal,53.42654,-6.22952,Private room,145,1,214,2019-08-29,2.78,2,363
451611,Perfect Location City Centre Apartment,1607393,Daragh,,Dublin City,53.34109,-6.27175,Entire home/apt,83,2,550,2019-11-25,6.03,3,23
454183,Funky Studio & Loft near City Centre,408378,Eddie,,Dublin City,53.35391,-6.298,Entire home/apt,80,3,64,2019-09-26,2.16,4,24
468082,"A little bit of country in the city, Fairy House",2115318,Siobhan,,South Dublin,53.35349,-6.45184,Private room,70,1,194,2019-11-10,2.20,2,305
497136,Spacious Double Room near beach 3,608225,Norah,,Dublin City,53.33765,-6.21984,Private room,55,2,113,2019-07-26,1.28,3,3
519416,Amazing City Center Private Room,2556184,Sonia,,Dublin City,53.34773,-6.26858,Private room,52,2,238,2019-11-24,2.63,1,7
522667,"Interesting, Spacious Georgian Flat",2110301,Karin,,Dublin City,53.35526,-6.25734,Entire home/apt,110,2,354,2019-11-08,3.92,4,16
526767,Designer Apt in the heart of Dublin,2340296,Dardo,,Dublin City,53.34769,-6.26388,Entire home/apt,140,1,481,2019-11-24,5.47,1,213
536320,Amazing views in centre of Dublin,1334552,Alison,,Dublin City,53.34948,-6.27997,Private room,50,3,239,2019-11-24,2.68,2,160
547945,Single room at Blessington Basin,2692493,Alwyn,,Dublin City,53.35609,-6.26978,Private room,35,1,670,2019-11-21,7.42,1,241
564274,Sandyford village :  Room with a view,2774638,Amanda,,Dn Laoghaire-Rathdown,53.26962,-6.22837,Private room,29,7,2,2013-09-03,0.02,1,0
575339,Double Bedroom Close to City Center,1689834,Moris,,Dublin City,53.34173,-6.23949,Private room,50,1,0,,,1,0
587218,sunny double room in victorian home,2895736,James And Tom,,Dublin City,53.36274,-6.27564,Private room,80,2,188,2019-11-11,2.15,1,333
592840,"Fairy House ,A little bit of country in the city",2115318,Siobhan,,South Dublin,53.35153,-6.45154,Private room,55,1,17,2019-10-30,0.19,2,334
595320,"City views in stylish, cosy apt",2941825,Dee,,Dublin City,53.33929,-6.28157,Private room,40,3,45,2015-10-09,0.59,2,0
610233,"Perfect City Centre Apartment, Sleeps 4 - Dublin",687547,Kate,,Dublin City,53.34578,-6.27214,Entire home/apt,101,2,61,2019-03-23,0.69,1,0
630655,Stunning Views in Centre of Dublin,1334552,Alison,,Dublin City,53.34717,-6.27914,Private room,50,7,190,2019-09-29,2.14,2,74
637185,"Quiet, cozy, beautiful 1bdrm!",3177950,Justin,,Dublin City,53.34689,-6.27584,Entire home/apt,95,7,158,2018-10-13,1.83,1,0
641880,Double room w shower by city centre,3207141,Hazel,,Dublin City,53.34459,-6.28475,Private room,85,2,46,2016-09-19,0.71,2,0
649740,"The heart of Temple Bar, Dublin (a)",2811286,Dave,,Dublin City,53.34204,-6.26787,Private room,85,2,575,2019-11-07,6.56,2,33
654589,City Centre Apartment | TEMPLE BAR | DUBLIN CASTLE,3244025,Garrett,,Dublin City,53.34489,-6.26804,Entire home/apt,170,2,455,2019-11-11,5.17,2,126
681875,"Beautiful Dbl Room, Large Exclusive Apt, Centre D4",1615460,B Maria,,Dublin City,53.32949,-6.24455,Private room,48,18,23,2019-08-28,0.26,3,319
690119,Old Meets New with Ingenious Design near Everything,3525420,Sarah,,Dn Laoghaire-Rathdown,53.29306,-6.24698,Entire home/apt,295,3,205,2019-11-14,2.61,2,326
692956,Studio Apartment  Ideal for visiting Dublin,3244818,Jim,,Dn Laoghaire-Rathdown,53.28101,-6.12892,Entire home/apt,55,2,255,2019-09-29,3.13,1,252
700142,Dublin  16. Wicklow Way Rest,3591857,Anne-Marie,,Dn Laoghaire-Rathdown,53.25883,-6.29157,Private room,80,1,27,2019-09-27,0.45,3,365
700193,Dublin South Foothills Walkers Base,3591857,Anne-Marie,,Dn Laoghaire-Rathdown,53.25859,-6.29201,Entire home/apt,300,1,1,2019-11-02,1,3,0
701759,Beautiful room in design awarded house beside Luas,3525420,Sarah,,Dn Laoghaire-Rathdown,53.2933,-6.24448,Private room,75,2,29,2019-09-25,0.33,2,25
715205,Gracepark Guesthouse 1,3683952,Roy,,Dublin City,53.37019,-6.25003,Private room,50,2,92,2019-11-11,1.06,6,329
726011,Sunset Crag - Beautiful Apartment,3755932,Valerie,,Fingal,53.58179,-6.12118,Entire home/apt,110,2,102,2019-10-30,1.35,1,284
726075,Chestnut view- 4*approved,3756388,Mary,,Dublin City,53.369,-6.25718,Entire home/apt,120,90,3,2017-09-02,0.06,1,0
736751,Gracepark Guesthouse 2,3683952,Roy,,Dublin City,53.37184,-6.25112,Private room,50,2,64,2019-10-29,0.74,6,329
736773,Gracepark Guesthouse 3,3683952,Roy,,Dublin City,53.37195,-6.25289,Private room,50,2,60,2019-11-03,0.72,6,335
736794,Gracepark Guesthouse 4,3683952,Roy,,Dublin City,53.37207,-6.25229,Private room,50,2,70,2019-11-10,0.90,6,327
742656,Camden Central. Dublin at your door,3888023,Daragh,,Dublin City,53.33484,-6.26428,Private room,60,2,321,2019-11-10,4.55,2,197
747284,Luxury 2 BED Apartment near  City Centre,1626936,James P  ( J.P),,Dn Laoghaire-Rathdown,53.29444,-6.23302,Entire home/apt,89,1,27,2019-11-03,0.33,1,139
747976,"Chateau de Jimmy in Beaumont, Dublin",3927774,James,,Dublin City,53.39162,-6.23013,Private room,36,4,119,2019-10-12,1.77,1,51
761912,Near Airport & beach free parking & WiFi,3668533,Sharon & Michael,,Fingal,53.43805,-6.15639,Private room,100,2,64,2019-09-30,0.76,1,78
800026,Gracepark Guesthouse Groups,3683952,Roy,,Dublin City,53.36825,-6.25039,Entire home/apt,300,2,74,2019-10-27,0.93,6,325
816039,"Boutique Chic 4BR, 10min Temple Bar! Fab location.",192210,Susan,,Dublin City,53.36609,-6.32459,Entire home/apt,238,3,187,2019-09-03,2.23,2,166
860339,Single Room with Pleanty of Storage,4507331,Deirdre,,Dublin City,53.38541,-6.21692,Private room,30,1,100,2019-10-20,1.57,2,238
870350,Fabulous Malahide Marina Apartment,4586782,Sheelagh,,Fingal,53.45229,-6.15387,Entire home/apt,90,7,43,2019-09-12,0.57,2,161
872539,Contemporary Victorian cottage,4603565,Aida,,Dublin City,53.35799,-6.23991,Entire home/apt,200,3,96,2019-11-04,1.17,1,322
884599,"Peace break, near airport",4686027,Sandra,,Dublin City,53.40004,-6.18072,Private room,50,1,113,2019-09-28,1.39,2,252
898411,"The heart of Temple Bar, Dublin (b)",2811286,Dave,,Dublin City,53.34291,-6.27274,Private room,75,4,210,2019-11-04,2.59,2,1
922425,Perfect Location City Centre House,1607393,Daragh,,Dublin City,53.34248,-6.2724,Entire home/apt,134,2,123,2019-10-30,1.52,3,6
928970,Self Catering Barge 'Scéal Eile',5001093,Trish,,Dublin City,53.34246,-6.2391,Entire home/apt,165,3,30,2019-10-05,0.39,2,327
929816,"Luxury Room,Grand Canal,City Center",4985632,Ashton,,Dublin City,53.343,-6.24073,Private room,75,2,160,2019-11-10,1.96,2,1
936063,"Dublin Airport, We'll pick you up!",5051470,Des & Sinead,,Fingal,53.44102,-6.20362,Private room,50,1,467,2019-10-13,5.73,4,6
937977,"Dublin Airport, We'll pick you up!",5051470,Des & Sinead,,Fingal,53.44321,-6.20209,Private room,45,1,201,2019-10-08,2.47,4,0
939866,"Designer Apt,GrandCanal,City Center",4985632,Ashton,,Dublin City,53.3437,-6.23975,Entire home/apt,170,2,138,2019-10-20,1.69,2,28
946923,Grand Canal Dock luxury 1 bed,3846772,Sag,,Dublin City,53.34539,-6.23873,Entire home/apt,74,14,2,2016-08-12,0.04,3,33
990300,**Superhost Home Near City**,5438017,Melanie,,Dublin City,53.31327,-6.2528,Private room,65,1,205,2018-02-25,2.52,1,0
998407,self contained cozy tot private near city & airpor,1245198,Amanda,,Dublin City,53.39729,-6.17521,Entire home/apt,45,2,170,2019-11-25,2.77,3,135
999963,Ten-shui Meatman's Quarter,5497230,Sarah And Johnny,,Dublin City,53.36181,-6.27475,Entire home/apt,455,7,10,2017-08-16,0.16,1,365
1017861,Double Room with Private Bathroom,5601956,Rob And Stef,,Dublin City,53.37896,-6.32764,Private room,50,3,101,2019-11-13,1.33,1,29
1064692,Unique City Centre Location,5859508,Sean,,Dublin City,53.33907,-6.24945,Private room,69,15,94,2019-07-19,1.17,1,180
1073487,Open Plan Dublin/UCD Adjacent Home,5905039,Jane,,Dn Laoghaire-Rathdown,53.30296,-6.24063,Private room,55,1,51,2019-09-08,0.64,1,347
1076514,Apartment beside Trinity college,4435361,Georgia & Gar,,Dublin City,53.34652,-6.24697,Entire home/apt,145,3,172,2019-11-24,2.17,1,231
1076634,"Lovely Hse, Kimmage D6W, (5km to centre).",823405,Declan,,Dublin City,53.31599,-6.31129,Private room,59,5,50,2019-05-11,0.65,1,298
1086416,"Cosy, self-contained, 1-bed space.",5971713,Eileen,,Dublin City,53.35787,-6.27497,Entire home/apt,100,2,226,2019-11-17,2.85,1,23
1207950,Large Prime South Dublin House,6593571,Dave & Ann,,Dn Laoghaire-Rathdown,53.28315,-6.24647,Entire home/apt,280,5,62,2019-09-16,0.80,1,197
1244710,NEW° Modern Design Apartment - Fully Equiped,5605429,Eddy,,Dublin City,53.35352,-6.25016,Entire home/apt,122,2,64,2018-09-02,0.83,4,0
1265520,Wonderful Two Bed House Near City,2202699,Maeve,,Dublin City,53.36777,-6.27172,Entire home/apt,110,3,36,2019-04-28,0.46,1,7
1270261,Old Country house,474328,James,,Fingal,53.56548,-6.31617,Private room,70,1,7,2019-03-17,0.11,1,365
1276002,City Centre HOME by the Liffey w outdoor Patio,6938108,Caroline,,Dublin City,53.3519,-6.23396,Entire home/apt,350,2,62,2019-10-13,0.86,1,165
1287829,3 bed house 15min to airport,6190398,Sandra,,Dublin City,53.39417,-6.25015,Entire home/apt,99,7,25,2019-11-11,0.37,1,21
1289697,"Riverside relaxation, great location.",2061662,John And Diana,,South Dublin,53.30363,-6.2763,Entire home/apt,130,4,12,2019-11-04,0.16,1,303
1290506,Bright double bedroom with your own large bathroom,7017423,Bernadine,,South Dublin,53.35557,-6.37159,Private room,50,3,37,2019-10-05,0.68,2,147
1296492,"Charming & clean - Dublin, Aviva",4580868,Bren & Fer,,Dublin City,53.33837,-6.22411,Private room,48,2,54,2017-12-20,0.73,1,0
1296923,spare bedroom in Dublin Town house ,7046849,Michael,,Fingal,53.37555,-6.40658,Private room,50,1,0,,,1,365
1315528,"Dublin Airport, We'll pick you up!",5051470,Des & Sinead,,Fingal,53.44136,-6.20326,Private room,45,1,281,2019-10-13,3.64,4,43
1322440,Fab rooms for long and short stay,7202989,Gillian,,Dublin City,53.38223,-6.22899,Private room,22,3,1,2017-03-19,0.03,1,0
1332458,City centre Historic house up to 20 Guests,7169837,Nicole,,Dublin City,53.35362,-6.27086,Entire home/apt,799,1,223,2019-11-26,2.89,1,202
1341478,Lovely old world Dublin Central,408378,Eddie,,Dublin City,53.35415,-6.29679,Private room,85,3,106,2019-09-24,1.94,4,24
1345435,"Cosy room, Portobello",435734,Conor,,Dublin City,53.3305,-6.27028,Private room,42,7,35,2019-11-18,0.54,3,85
1364560,"Cosy double in Eclectic Arty home, near Guinness",6977448,Ayelet & Steve,,Dublin City,53.33578,-6.28937,Private room,64,2,123,2019-11-25,1.61,1,29
1407832,Beautifully Renovated Dublin House,5818278,Therese,,Dn Laoghaire-Rathdown,53.29831,-6.17206,Entire home/apt,160,2,52,2019-08-20,0.68,1,7
1411019,City Centre Double Room in Penthouse Apartment,765874,Sam,,Dublin City,53.3475,-6.26732,Private room,90,2,214,2019-11-18,4.77,1,138
1418666,Stylish Central Place to Yourself,2769300,Alan,,Dublin City,53.32861,-6.26192,Entire home/apt,200,7,43,2019-06-16,0.56,1,330
1447994,Stunning Bedroom in Great Location ,2401732,Maximilian,,Dublin City,53.33822,-6.23277,Private room,75,3,3,2015-02-14,0.05,1,0
1466234,Single room with breakfast,5940448,Elva,,Dublin City,53.32728,-6.30415,Private room,30,4,112,2019-11-16,1.47,1,154
1488124,Modern Double Room Ensuite - Heart of Dublin City°,5605429,Eddy,,Dublin City,53.35316,-6.25078,Private room,68,2,119,2018-10-28,1.55,4,0
1489545,Cozy apt- free parking - only 20min city centre,7558255,Aguiar,,Fingal,53.42065,-6.1514,Private room,55,1,46,2019-11-24,2.96,1,83
1500892,"Cloghranguesthouse B&B, Triple Room",2232368,Matt,,Fingal,53.42515,-6.22934,Private room,120,1,163,2019-10-09,2.13,2,362
1520036,Contemporary Apartment  Dublin City,6973475,Brendan,,Dublin City,53.34503,-6.28061,Entire home/apt,210,3,50,2019-09-20,0.67,1,344
1550394,Historic and original whole Apartment.,8257965,Luke,,Dublin City,53.34435,-6.26567,Entire home/apt,199,5,248,2019-11-04,3.26,1,64
1551644,Apartment with amazing panoramic views over Dublin,1582772,Myriam,,South Dublin,53.25599,-6.31983,Entire home/apt,130,1,19,2019-08-13,0.57,1,58
1556554,Beautiful Victorian home.,1271983,Rachel & Justin,,Dublin City,53.33495,-6.28341,Entire home/apt,245,4,13,2017-11-05,0.32,4,0
1559929,Stephen's Green 1838 Villa - single,3745350,Natasha,,Dublin City,53.33571,-6.26707,Private room,65,2,48,2019-11-06,0.65,2,239
1563973,Comfortable Single Room in the heart of Old Dublin,8320667,Michael,,Dublin City,53.35048,-6.29766,Private room,45,4,17,2019-06-29,0.51,1,25
1566503,Historic Dublin Townhouse with 20th Century Design,4303678,Iain,,Dublin City,53.34484,-6.27805,Entire home/apt,225,3,219,2019-11-11,2.90,1,1
1582908,Bright and warm home from home.,8427433,Paula,,Dublin City,53.32737,-6.31253,Private room,43,3,62,2019-05-31,0.93,1,42
1596451,2 Double Rooms 1 Kids room Dublin,6219661,Sonya,,Dublin City,53.36147,-6.24422,Entire home/apt,500,2,19,2016-05-30,0.26,1,364
1600779,Stephen's Green 1838 Villa - double,3745350,Natasha,,Dublin City,53.33534,-6.26715,Private room,85,2,69,2019-11-03,0.98,2,184
1605305,Kavanagh's Mews - House 5 Minutes to the City,8552503,Una,,Dublin City,53.33322,-6.23742,Entire home/apt,200,2,79,2019-11-11,1.17,2,0
1612700,Private Double/Twin Room (w.shower),8585358,Margaret,,Dublin City,53.36788,-6.27021,Private room,85,2,7,2019-10-06,0.14,3,129
1614285,Double Room en-suite /Town House,8585358,Margaret,,Dublin City,53.36781,-6.27023,Private room,82,2,5,2019-03-10,0.08,3,144
1672082,Charming 4 bed terraced house,8851568,Kathy,,Dn Laoghaire-Rathdown,53.2961,-6.13826,Private room,41,2,52,2019-11-11,0.81,3,43
1672292,Dub apt near airport M50 DCU City,8852821,Joe,,Fingal,53.40958,-6.24793,Private room,50,7,51,2016-08-16,0.69,1,269
1678478,Hampton Lodge Penthouse,8880027,Chris,,Dublin City,53.37493,-6.24302,Entire home/apt,260,6,22,2018-12-28,0.39,1,168
1717912,St Patricks Cathedral View,5429761,Bob,,Dublin City,53.33822,-6.27071,Private room,55,2,297,2019-11-18,5.38,4,14
1722973,Bright Double Room  in Dundrum,9082642,Nadia,,Dn Laoghaire-Rathdown,53.28625,-6.23917,Private room,75,3,15,2019-09-30,0.41,2,4
1735698,Merrion Mews,8886946,Irish Landmark Trust,,Dublin City,53.33752,-6.25081,Entire home/apt,442,2,49,2019-10-25,0.67,1,265
1744402,the main attraction,9182622,Eamonn,,Fingal,53.49383,-6.11248,Private room,50,1,84,2019-11-18,1.56,1,299
1754515,Super Central City Centre Loft,8296520,James,,Dublin City,53.34627,-6.26689,Entire home/apt,84,1,486,2019-11-08,6.58,1,16
1768437,SEASIDE TOWN NEAR DUBLIN CITY IRELAND x,9291133,Lia,,Dn Laoghaire-Rathdown,53.2759,-6.13858,Private room,35,1,62,2019-11-24,0.89,1,351
1771007,Cosy Bedroom near Bray Seaside,9302663,Craig & Becks,,Dn Laoghaire-Rathdown,53.21096,-6.12187,Private room,50,1,0,,,1,0
1789253,City Center Modern Apartment,8768901,Carolina,,Dublin City,53.34233,-6.27409,Entire home/apt,170,2,0,,,1,0
1791386,Our FamilyHome that YOU can share 1,3328446,Ger And Jean,,South Dublin,53.29143,-6.30873,Private room,35,1,196,2019-03-10,2.66,2,85
1804494,Entire 2bed townhouse close to City,6650296,Fiona,,Dublin City,53.36237,-6.20917,Entire home/apt,120,5,85,2019-11-07,1.20,4,276
1860001,Double Room,9703420,Eamonn,,Dublin City,53.33315,-6.2369,Private room,50,2,5,2019-06-16,0.07,1,37
1860685,Studio Leeson St Area South Dublin,3784882,Ellie,,Dublin City,53.33172,-6.25181,Entire home/apt,130,2,323,2019-09-29,4.40,1,0
1878302,1 bedroom apt in Dublin 6,5813354,David,,Dublin City,53.3144,-6.25148,Entire home/apt,135,2,16,2019-05-13,0.22,1,37
1896821,Open plan Artisan House Dublin City,3826057,Eleanor,,Dublin City,53.33972,-6.29294,Entire home/apt,150,2,18,2018-11-25,0.26,1,0
1906221,"Great double room,Dublin",9084049,Jose&Vadym,,Dublin City,53.33798,-6.29388,Private room,75,2,435,2019-11-22,5.96,3,225
1907960,Cosy Dublin home from home...,9885884,Andrea,,Dn Laoghaire-Rathdown,53.30526,-6.26533,Entire home/apt,99,10,18,2018-01-05,0.26,2,0
1929739,Comfy Double Room,9084049,Jose&Vadym,,Dublin City,53.33813,-6.29354,Private room,125,2,81,2019-09-01,1.11,3,84
1932609,"Temple Bar apt., Dublin city centre",2175478,Helen,,Dublin City,53.3442,-6.26891,Entire home/apt,200,2,188,2019-10-27,2.59,2,0
1943366,Exquisitely restored Victorian Flat - WB Yeats,1557844,Liam And Fiona,,Dublin City,53.35617,-6.2925,Entire home/apt,200,2,96,2019-10-31,1.42,8,316
1947885,Great location to city,3581600,Raymond,,Dublin City,53.36034,-6.24613,Private room,40,2,110,2018-09-23,2.63,1,35
1963074,Ensuite room with small kitchen area and patio,10124896,Robyn,,Dublin City,53.38985,-6.27948,Private room,50,1,455,2019-11-18,7.03,1,202
1973276,"Boutique Chic 2, 10min Temple Bar! Fab location.",192210,Susan,,Dublin City,53.36687,-6.32526,Entire home/apt,165,2,185,2019-11-10,2.57,2,143
1973352,Fantastic Portmarnock seaside Apt,4586782,Sheelagh,,Fingal,53.4334,-6.12845,Entire home/apt,90,7,44,2019-10-27,0.63,2,170
1982951,"Charming, Quirky, Victorian house ",10231674,Bairbre,,Dublin City,53.35761,-6.27099,Private room,49,2,250,2019-05-24,3.43,1,0
1983907,Spacious 2 Bed City Centre House,10092333,Neil,,Dublin City,53.34296,-6.297,Entire home/apt,160,2,5,2017-03-19,0.07,1,0
2026810,2 single cosy rooms in Ranelagh,6782586,Mary,,Dublin City,53.32356,-6.25284,Private room,50,3,249,2019-11-25,3.55,2,313
2067000,Quiet Double Bed/Ensuite  Dublin 4,5648283,John,,Dublin City,53.32915,-6.23117,Private room,50,1,392,2019-11-08,6.36,2,166
2069629,"City Centre Apartment, sleeps 2",10583714,Michelle,,Dublin City,53.3478,-6.26311,Entire home/apt,90,2,64,2019-06-13,1.41,1,0
2120571,Stylish 2B Great Area near City Centre & Airport,10813583,Siobhan,,Dublin City,53.36437,-6.24898,Entire home/apt,500,2,39,2019-11-12,3.67,1,145
2121887,Great Penthouse In City Centre,4681988,Gareth,,Dublin City,53.34092,-6.26737,Entire home/apt,103,2,7,2018-01-28,0.22,1,0
2142451,Private Room South Dublin,10934549,Carl,,Dn Laoghaire-Rathdown,53.29334,-6.27444,Private room,24,7,28,2019-09-15,0.39,2,82
2146858,Quiet little room near the beach!,10959010,Yi Ching,,Dublin City,53.33279,-6.22129,Private room,39,1,68,2019-11-06,0.95,1,349
2154635,House Walking distance to City,10406331,Kate,,Dublin City,53.35204,-6.23522,Entire home/apt,250,2,46,2019-09-24,0.67,1,363
2162973,Cosy Georgian flat in Ranelagh,1467387,Ali,,Dublin City,53.32333,-6.24975,Entire home/apt,105,10,55,2019-09-27,0.77,1,64
2164444,New-Private Floor in Georgian House,11013512,Ben,,Dublin City,53.32833,-6.24959,Private room,74,2,364,2019-10-28,5.17,2,202
2165074,"Comfy, clean apartament with Netflix & Home Cinema",11047034,Cynthia,,Dublin City,53.3954,-6.26319,Entire home/apt,99,3,115,2019-08-10,1.66,1,14
2202076,Beautiful two bedroom apartment,503635,Rory,,Dn Laoghaire-Rathdown,53.26852,-6.11418,Entire home/apt,100,3,0,,,1,0
2207103,double ensuite room 4km from airport,11259303,Moira,,Dublin City,53.38702,-6.2379,Private room,70,2,6,2017-11-04,0.11,4,329
2215722,Clontarf Dublin 3,11294447,Jim,,Dublin City,53.37252,-6.1953,Private room,120,1,0,,,1,0
2232124,Self contained B & B. Family home 3 guests.,11392337,Deirdre,,Dublin City,53.38103,-6.15726,Private room,120,1,29,2019-11-07,1.96,2,61
2237704,A lovely home in the heart of Dublin city.,4319848,Kitty,,Dublin City,53.33843,-6.2417,Entire home/apt,335,2,31,2019-10-02,0.49,1,170
2251284,Stylish Urban Cottage ,8022106,Keith,,Dublin City,53.34097,-6.27549,Entire home/apt,106,2,141,2019-11-10,2.03,4,17
2283713,Camden St: Central 'n' Cosy,3888023,Daragh,,Dublin City,53.33602,-6.26457,Private room,60,2,289,2019-11-11,4.20,2,223
2291390,Gorgeous flat in Temple Bar,11599257,Brent,,Dublin City,53.34511,-6.2679,Entire home/apt,130,2,166,2019-10-25,2.60,1,0
2295609,Dublin City large Victorian House,11725628,Martina,,Dublin City,53.34027,-6.30585,Entire home/apt,180,7,0,,,1,0
2297145,Bed and Breakfast Near City Centre,11718729,Conj,,Dublin City,53.33257,-6.2706,Private room,75,1,586,2019-11-10,8.63,5,277
2314090,Our FamilyHome that YOU can share,3328446,Ger And Jean,,South Dublin,53.29109,-6.30946,Private room,35,1,185,2019-09-19,2.67,2,147
